timestamp_hour,traffic_density,noise_level,pedestrian_count,emergency_vehicle_siren
6,50.09044086676136,48.15788168589987,147.11316475190668,0.0
19,37.74623465136056,55.47591396758394,170.7927144243962,0.0
14,48.80834069941577,59.00194243104842,142.01612305463055,0.0
10,55.429290147188674,55.609683449037036,144.8845873630603,0.0
7,46.69269609860813,52.59441101771309,156.77654371855658,0.0
20,49.77635716943261,51.613542572540815,206.12016515026409,0.0
6,37.82931853496559,58.264610891525486,130.3099522410282,0.0
18,44.10409743594447,56.886829166107916,198.090610303632,0.0
22,56.75153028345914,53.858042796054676,120.41067080138656,0.0
10,36.0088133236797,59.2611698753838,155.72426080576093,0.0
10,110.0,120.0,141.51534267054507,0.0
23,110.0,120.0,129.6182265869519,0.0
20,110.0,120.0,167.47730954649973,0.0
3,110.0,120.0,164.99741584277515,0.0
7,110.0,120.0,137.96879665441236,0.0
23,110.0,120.0,97.65514989912343,0.0
2,48.742358026105215,55.60263617393312,139.4988133843121,0.0
21,50.888978805354064,54.93714024059021,153.4801027739204,0.0
20,38.76238495472097,49.67970373794086,150.0453402798669,0.0
1,38.2488291172486,54.89884949771549,168.8983820447913,0.0
23,43.79572913392174,60.37267284918712,198.3385657357498,0.0
11,37.2755386248402,52.061809400209896,160.3468709312702,0.0
5,46.20391262488476,51.160421471544375,164.19420919394062,0.0
1,44.09262998922885,59.4197128738006,153.70454328447872,0.0
20,66.068225764897,57.53696118505716,179.31089455980606,0.0
0,36.799272889513084,67.24438085751304,163.28500027400824,0.0
11,38.74361738960128,49.72571935696755,168.7276419241081,0.0
21,48.391544558327475,57.881548968152785,195.22392072550406,0.0
11,51.98164078392414,56.26356362860926,155.67460753048374,0.0
16,63.297807863658335,55.23712513621278,143.22594344580654,0.0
9,57.98336399473099,58.64204887397867,161.15723370004795,0.0
15,51.58986461580113,54.88109856925044,178.40605792798158,0.0
14,47.34447396516458,47.2544951600616,162.53566892565203,0.0
14,52.173043069687566,51.610569887549424,176.51596447053527,0.0
18,40.117423861221326,60.45773378928128,133.27562931708286,0.0
11,42.470672825521824,59.6881156152176,128.2978943648878,0.0
22,33.14060602512869,53.50752324139855,136.3740596163227,0.0
19,43.16921987008787,57.01438825657927,118.31544246219163,0.0
2,52.70113031999762,66.13575218595935,152.75748946583553,0.0
4,43.322460505304015,54.87525280733262,139.2493653537521,0.0
18,38.80765655402797,54.95366672087202,180.75528384110947,0.0
6,42.1217748376641,55.76239482045809,117.71939094506325,0.0
20,50.792666012207015,57.4279028382745,188.87306691591505,0.0
8,42.95388290432846,53.604395268908995,125.46999161906126,0.0
6,51.799369632498795,57.42451745239634,119.04422872129126,0.0
17,34.509406193991126,47.2230816250016,129.3837168087232,0.0
3,38.03756036351141,56.34559505514501,198.78200214339387,0.0
13,40.94685424294781,55.20251924366067,148.99787156567493,0.0
17,34.520394502300206,54.1301720923839,163.23588779134508,0.0
8,68.54930733185027,53.0989706063981,145.4027065567995,0.0
20,36.22987363774916,52.56250649646235,147.74803417049483,0.0
1,52.319074575408095,51.745915612159905,137.35299866914264,0.0
19,39.67151503815657,45.72772700724869,151.26859897138166,0.0
14,40.88970006793403,53.92792659262851,162.36499729704286,0.0
6,47.410582407597076,59.38531915816436,191.95763774557238,0.0
11,33.33186463210594,53.65835590371664,103.13827812851221,0.0
7,39.698093492974294,57.54045020360792,190.27050773481255,0.0
14,43.82821754606707,50.67919651983806,163.19901067566184,0.0
2,38.23186386835435,49.77720978383564,140.80593043367432,0.0
13,38.4200850497595,51.99695262772931,136.3069129260168,0.0
16,53.69381618431419,50.89800052111938,176.09189113421874,0.0
3,53.03989504562106,50.26784155465979,155.72446345471351,0.0
17,41.4658718141919,56.799096153954935,111.64837203252681,0.0
7,44.32667931855058,62.115697375543846,159.07674008343272,0.0
3,54.89612858349169,52.33222650017395,178.6092883868671,0.0
1,33.58816892219558,48.23272697499879,171.44661646971164,0.0
5,47.70418127100113,57.627189324655916,134.32855326154615,0.0
21,60.79656957562789,49.25639672250387,116.44981739866608,0.0
9,60.720278111403715,50.266937514182324,141.85067147546278,0.0
3,29.480710251174052,56.97998261676678,231.34962815219015,0.0
21,38.89898428627879,54.33876154178575,111.37502628507507,0.0
17,46.349275097546354,52.251299298669956,128.93162258782695,0.0
11,34.42498439493249,55.27340500441532,159.80104724331488,0.0
1,39.6540264069407,53.36236467771377,146.8868688101579,0.0
9,43.901671970565836,62.55819062450633,144.99487760672326,0.0
3,56.210572517549,52.296781063114416,200.6180249500252,0.0
13,44.63677875770531,51.34634985071034,128.66850144905058,0.0
15,46.73549380929874,53.179867304049736,149.64298630737264,0.0
14,49.09938985897283,53.348953547239574,155.0476860450699,0.0
7,49.347909529939486,57.382574607217286,129.8815828731126,0.0
13,45.22479570678561,47.033848853874346,113.98368152982958,0.0
22,35.423303493293574,56.704103467336004,156.73294135631346,0.0
7,51.31738243800538,52.83485823344013,195.3416643969727,0.0
20,48.45191570610434,58.10729201770241,160.11457237793812,0.0
15,36.22598161138248,54.80942515537182,152.25181467454152,0.0
12,39.54158748863782,57.07477783087112,152.06826089501197,0.0
17,52.10009291533015,53.434392751672675,143.5395566045641,0.0
14,49.8438650467814,56.7520903896867,179.58705800352507,0.0
20,39.23761605712949,61.655079157793004,137.3639431552034,0.0
23,42.84052984739447,52.04305427417957,116.08036288953593,0.0
12,43.85230216295449,54.571222099355495,110.45865185963636,0.0
8,49.93603020572104,53.0551308569875,151.97522535610142,0.0
14,54.99152559311929,61.37192717703786,176.51731157950755,0.0
12,45.5251932648898,53.264233603959795,155.93713129054848,0.0
0,54.35366117562098,52.06923119478462,142.06578036823393,0.0
6,51.98653575271541,52.68689234414345,161.46103241404947,0.0
8,46.64520107205337,54.45713047072707,154.65530859736563,0.0
23,33.45213318643009,51.825979929309554,170.65476184135665,0.0
0,36.77831308729209,53.52620004365321,183.16259718591934,0.0
11,50.92992508036174,55.62880742038831,126.14024678567512,0.0
