timestamp_hour,traffic_density,noise_level,pedestrian_count,emergency_vehicle_siren,category
6,43.38033979334759,58.27393893855416,203.89357908016976,0.0,Normal
19,45.487172856937285,55.535390616984,121.71367448368925,0.0,Normal
14,50.17730157429635,56.786558926068345,170.90809307488877,0.0,Normal
10,46.00875862259223,54.14691049613683,150.78167193121686,0.0,Normal
7,29.820984140090737,59.516277750140574,156.2826410201595,0.0,Normal
20,55.24432609341971,54.67833690516403,149.96123735410242,0.0,Normal
6,40.078930577829354,53.13819927038379,140.37895295132185,0.0,Normal
18,61.89054113293001,58.546069650276216,161.59930707308646,0.0,Normal
22,50.49478810212777,49.37936031054216,139.0353198435676,0.0,Normal
10,45.56777932511797,57.00413337406938,179.15756868091972,0.0,Normal
10,105.12532118990406,114.64082116224165,1035.5442597355006,0.0,Unusual
23,107.68208062752663,108.92195425476785,1221.0342718319253,0.0,Unusual
20,96.41864432267546,117.21560142151537,1128.8194573477203,0.0,Unusual
3,100.08783161683694,110.61366431031948,1105.0670903825667,0.0,Unusual
7,102.23706186410277,109.13985156876853,1017.3955292832486,0.0,Unusual
23,104.44986710013028,115.33145256891959,1272.7014877731265,0.0,Unusual
2,95.91297491004768,105.11011598320842,1058.8060164948768,0.0,Unusual
21,97.80048195106636,105.1532806529845,934.8371067183086,0.0,Unusual
20,100.53628615582612,109.38137618203716,1146.8266064471204,0.0,Unusual
1,114.43065381802101,105.73442725001642,945.5353573906406,0.0,Unusual
23,101.62694014206102,107.16051508261383,1038.0892571206768,0.0,Unusual
11,49.65051307228579,57.342013843434316,154.9394730512852,0.0,Normal
5,39.9623931418791,57.853598360821785,211.62194089644208,0.0,Normal
1,52.014037199618606,55.18806885249498,142.4964928901877,0.0,Normal
20,49.413896083720594,59.89268380236583,133.73967413225017,0.0,Normal
0,39.31897633658013,52.266272839479505,163.24232832263607,0.0,Normal
11,30.698627104545743,52.9605696900001,86.8570341599378,0.0,Normal
21,35.23543916574516,45.06155368365674,151.59891967277332,0.0,Normal
11,39.64637817455029,58.67931004059066,140.70717741767749,0.0,Normal
16,54.2954985419742,56.25544785388054,125.19216834909764,0.0,Normal
9,57.42287820671461,48.272718699467084,162.6939417577875,0.0,Normal
15,41.48385699620578,47.96560400002341,151.34971046114484,0.0,Normal
14,41.736677177829634,51.509477490515955,104.93977731264457,0.0,Normal
14,47.09298444777973,58.17463176792141,133.83676197018906,0.0,Normal
18,45.0971720725858,53.798558047645486,77.79321987018189,0.0,Normal
11,52.44747267179263,51.7808523333587,157.33173285333757,0.0,Normal
22,40.81449525130312,50.975536427666015,157.08248546100393,0.0,Normal
19,52.59314390224799,50.79635216868725,130.16795265415817,0.0,Normal
2,43.08620161704196,47.26528679556976,163.50281779207816,0.0,Normal
4,51.83179768854285,50.1704166734145,117.93753447196194,0.0,Normal
18,42.83167630169166,50.71768768129133,125.83707435162518,0.0,Normal
6,40.095242536732975,57.73049294582859,160.4297616095641,0.0,Normal
20,60.29854111871977,54.33710778741354,132.78333112592642,0.0,Normal
8,53.52181666037534,51.697660627930155,148.4335760949389,0.0,Normal
6,30.663639198918283,64.23889102162475,135.90877431434143,0.0,Normal
17,41.42581190568074,52.34441234581334,139.7267210925204,0.0,Normal
3,54.63938337422859,59.66841165753454,140.81939460112517,0.0,Normal
13,35.426716246291825,61.484434231150864,132.33108106954555,0.0,Normal
17,51.16542663618489,48.72015864937063,157.5612428590031,0.0,Normal
8,50.33644882775833,55.29585185629427,134.30178783115127,0.0,Normal
20,39.40682737526466,52.929865396367106,150.39216784489005,0.0,Normal
1,44.92946363003354,52.60430241376266,131.78170796563992,0.0,Normal
19,28.279858010957764,57.22150726722763,111.64253434038854,0.0,Normal
14,59.16345213253375,52.508518014306865,172.81088123147916,0.0,Normal
6,42.52725992642463,53.01612381469412,162.4881746273852,0.0,Normal
11,51.43050441101007,54.327540417498824,207.2170517199418,0.0,Normal
7,49.9107307318034,53.50640292649372,123.90067900004354,0.0,Normal
14,55.86304630479991,50.3057191719515,144.77598781669923,0.0,Normal
2,41.53357274477952,58.1836260193899,146.78731297860486,0.0,Normal
13,46.63058182021974,59.1941237540304,174.73423595705327,0.0,Normal
16,49.47287362091622,56.37447435814087,137.3223026466848,0.0,Normal
3,51.98033273144384,53.49378939591094,120.72395364560364,0.0,Normal
17,54.23483470727139,52.17915705468088,180.19523271152505,0.0,Normal
7,41.180946155397436,52.18551974829421,142.0837492684693,0.0,Normal
3,39.68618045356462,64.42950546013083,171.96608774315106,0.0,Normal
1,55.88089092998537,58.75135320626658,169.0549600198053,0.0,Normal
5,28.703392520222888,51.63955968566665,149.2527381524425,0.0,Normal
21,57.56025824434138,55.658791309748565,145.6421573741313,0.0,Normal
9,42.58140606338954,53.54985989960255,140.2108798417549,0.0,Normal
3,44.96349736807763,57.33520150462516,149.62017178075027,0.0,Normal
21,39.54125919103877,57.17399641115737,171.57750565426576,0.0,Normal
17,44.614436115713495,59.334438615621885,130.08899547351052,0.0,Normal
11,55.169105807847316,51.59777416535122,152.72114075522802,0.0,Normal
1,51.166904811712314,55.418941194552524,122.03421429502981,0.0,Normal
9,48.94149187040324,48.005812060169895,125.14734417394519,0.0,Normal
3,45.71098404905395,49.970638798284625,149.2265250711094,0.0,Normal
13,33.43512022022334,58.53640334623672,100.9960497926542,0.0,Normal
15,38.246904691858084,51.19726483437869,201.5139654154013,0.0,Normal
14,42.25439010695066,51.63636480780858,120.1735011272441,0.0,Normal
7,48.66141163543071,54.966887701799806,148.99778718358615,0.0,Normal
13,45.55722131615103,57.77904412338616,179.20544304542162,0.0,Normal
22,52.86803445086772,50.756692816663616,128.42736653123754,0.0,Normal
7,48.789019101820514,41.07676468495966,92.43257526138208,0.0,Normal
20,45.43480462350857,51.51910703142595,138.8763559968832,0.0,Normal
15,63.20609038053763,59.82251231181135,128.12949049809703,0.0,Normal
12,48.249813480399425,56.3725402040675,93.09066228519994,0.0,Normal
17,41.544462387133024,60.29549921514885,157.12224731430499,0.0,Normal
14,59.87973605189544,50.47273543146922,155.1773465558238,0.0,Normal
20,54.603292387307185,48.44241492934378,178.5581613634588,0.0,Normal
23,59.52870232195052,56.85019421059016,121.97944086199033,0.0,Normal
12,44.11254451496392,55.96009095074019,110.02158783882467,0.0,Normal
8,52.81047301184882,56.22221728150903,139.8319229238354,0.0,Normal
14,33.37720432742111,58.731986570602274,147.79143352477263,0.0,Normal
12,51.272051287313346,56.68673969564904,173.0337400746624,0.0,Normal
0,43.73820833396717,56.622470372561516,185.26420012512898,0.0,Normal
6,34.159536355856545,57.860028055204566,180.36197834768367,0.0,Normal
8,53.260803232143815,57.00966652874811,156.91359167231667,0.0,Normal
23,30.51894940003187,58.42978372686962,169.9874813376037,0.0,Normal
0,29.698347863486248,59.03408329911433,133.98766413077038,0.0,Normal
11,47.89981167044242,61.12675520496366,154.20987981188117,0.0,Normal
7,49.570780082614306,52.40323470038528,120.21774651780484,0.0,Normal
23,52.76419056010569,56.92224842964299,151.56713492217182,0.0,Normal
10,50.93570413223572,53.51870652561082,152.2161674349503,0.0,Normal
18,56.81326900343703,51.665764050882935,193.05321514212426,0.0,Normal
16,50.601943626899356,52.24183871567853,144.27542846274383,0.0,Normal
7,43.941604448460296,56.9798220702461,152.25107094133216,0.0,Normal
2,44.41111107366475,56.673010219144004,155.92403539280107,0.0,Normal
2,42.742230488102315,56.60164811695375,138.62949210278867,0.0,Normal
0,47.363820195385465,54.097145409722664,129.9376816697088,0.0,Normal
4,36.22123305146673,55.013659004713645,182.4702831211763,0.0,Normal
9,47.727377588471626,58.2710107835042,125.47706392599255,0.0,Normal
6,44.30869194534709,49.04242776140278,116.80204820781817,0.0,Normal
8,47.20508126309926,55.09856839371434,167.006634482387,0.0,Normal
6,47.22978427976529,55.35982459250716,178.94537105060024,0.0,Normal
8,25.381883189474134,58.013217076310596,138.71475855998403,0.0,Normal
7,37.78964945068266,49.5990063522287,139.098662808753,0.0,Normal
11,44.13097068728916,60.98053498206965,157.06358815266984,0.0,Normal
1,44.55612033361861,55.85452169771404,132.30368308142042,0.0,Normal
0,47.07511447199755,56.06632218677974,130.4571869847008,0.0,Normal
15,47.41878632265314,53.3944809706711,171.98981469965915,0.0,Normal
22,57.12986658347117,57.15208941918738,165.17827751959047,0.0,Normal
22,47.49966784878358,55.191816201132426,182.77897215795264,0.0,Normal
23,42.49581033426848,59.83592777642586,118.6852746908626,0.0,Normal
4,32.20701221970014,49.23402300774554,137.4384378272346,0.0,Normal
2,34.05127907566514,55.70218331956203,157.0294890567363,0.0,Normal
11,49.28393447980164,56.634049393509706,126.85947875564084,0.0,Normal
7,53.48357451288374,54.25451042254763,166.04218592886625,0.0,Normal
21,57.33096797534546,53.38133670677181,180.61567718065828,0.0,Normal
2,38.37685536867429,53.54817088412517,135.41605069431628,0.0,Normal
0,42.569084516552586,55.698557077471314,150.96479850567582,0.0,Normal
2,46.9386694886649,47.76016439607717,186.39046725202792,0.0,Normal
4,61.379191369041905,58.860059844252916,194.981789375475,0.0,Normal
14,45.918891745711164,53.079472529216595,168.64503127651008,0.0,Normal
13,57.41010283786377,55.51121078946713,164.83572932984023,0.0,Normal
2,46.35978322325847,56.468409067152265,128.6565866328772,0.0,Normal
0,54.22596149142765,52.89677845074817,158.980235011446,0.0,Normal
4,53.212638772416625,54.475846372004014,163.92052101937495,0.0,Normal
22,46.32870506006521,46.859039037497986,144.74074603597387,0.0,Normal
13,36.83693402190276,57.92849442933229,135.13059363610844,0.0,Normal
6,42.84724449656839,59.32027600128866,117.96755816307862,0.0,Normal
8,56.912361391075834,48.19602579224499,106.55675612371769,0.0,Normal
14,52.02260134784091,53.37402849321495,101.30291216697093,0.0,Normal
14,41.530797385825224,50.080522487036745,164.48606432168154,0.0,Normal
9,42.2615308910048,54.28903871405038,153.69248313066942,0.0,Normal
12,31.15301516987546,57.59454533888385,137.90472171147258,0.0,Normal
18,56.55471033585449,58.9492355970265,141.71359255688404,0.0,Normal
6,52.08850848196923,59.487412757707396,155.2617635382621,0.0,Normal
16,43.90337743166518,60.24217529876885,145.88592322478516,0.0,Normal
19,46.60107535338738,54.11034888617774,116.48617049990429,0.0,Normal
3,27.63307337495672,50.41216548506624,172.82500550685748,0.0,Normal
4,41.10628403165801,54.541638798768126,157.60315426674524,0.0,Normal
22,55.675565126913085,57.533070009214306,156.64746199534622,0.0,Normal
6,52.85237901384065,50.09096087631657,170.93906758395931,0.0,Normal
12,47.64560445651146,61.64054781379297,129.65886609850813,0.0,Normal
14,44.882253930920506,58.591554155041365,180.34328594314604,0.0,Normal
10,51.37124343757061,54.173731326274684,146.49892870144404,0.0,Normal
3,42.74891914759131,52.15651227835504,172.21497200827187,0.0,Normal
12,31.68245443043994,52.32351567554943,168.36122583719137,0.0,Normal
6,44.95040688260902,55.29682485520062,124.0299542999361,0.0,Normal
18,48.22495461668462,54.08238958907859,162.5725101228534,0.0,Normal
21,53.98142147838417,58.8020110211305,158.15686677116713,0.0,Normal
1,33.47043391603201,53.62809668678948,150.75779143735855,0.0,Normal
9,44.016709547588356,57.022007242445966,147.64070624911548,0.0,Normal
12,44.39757076195902,54.88430046330052,147.8526687570552,0.0,Normal
20,36.1899847612231,56.07867742958828,170.3172356410999,0.0,Normal
5,48.90138619938635,54.07977425761447,164.44776284478775,0.0,Normal
11,50.978944252894415,57.83086216499848,150.76197125664163,0.0,Normal
11,42.674461535751654,57.89016032116031,112.70159633821564,0.0,Normal
19,61.44074086897178,56.83971610328858,162.36108535209047,0.0,Normal
10,42.44511993973073,57.430057308598016,168.09034047944448,0.0,Normal
22,41.426532234474664,51.22252488982779,207.51025213617424,0.0,Normal
6,41.19462921625118,56.292983051635915,176.88582657762595,0.0,Normal
0,38.47600741369209,59.99680706995014,102.5205903021133,0.0,Normal
0,40.52779605412915,56.96561826807799,151.96073497546607,0.0,Normal
19,33.527289046139806,50.87712998879391,195.28437571662454,0.0,Normal
12,43.46773740869366,54.80093396140366,165.58872142254094,0.0,Normal
8,45.45979202419437,56.49991175335884,158.21630400933023,0.0,Normal
2,26.737580079673616,51.970401932406766,172.5057164728809,0.0,Normal
6,44.18440390016115,49.56691521310659,134.44054512522993,0.0,Normal
5,45.33707265393544,53.73560852625389,161.9522499156864,0.0,Normal
